x,y,z,source,class
29,45,49,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
30,45,48,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
29,45,49,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
29,45,48,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
30,45,49,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
30,45,49,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
29,45,48,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
29,44,49,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
30,44,49,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
30,45,48,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
30,46,48,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
29,45,49,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
29,44,48,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
30,45,50,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
30,45,49,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
29,44,48,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
30,45,48,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
28,46,49,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
30,44,50,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
30,45,51,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
29,43,51,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
29,45,50,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
30,44,50,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
29,45,51,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
31,45,52,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
32,46,51,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
32,43,54,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
30,42,56,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
32,39,53,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
33,41,50,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
33,42,50,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
34,41,48,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
33,44,47,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
37,43,44,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
39,43,45,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
40,42,45,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
40,45,44,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
40,44,44,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
41,46,43,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
41,48,44,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
36,48,45,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
35,48,46,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
35,47,46,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
35,49,47,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
33,47,45,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
34,48,46,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
34,49,47,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
34,52,44,Accelerometer-2011-06-06-09-48-59-pour_water-f1.txt,Pour_water
