x,y,z,source,class
11,35,34,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
11,34,35,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
11,34,33,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
55,11,34,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
12,34,35,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
12,33,32,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
12,34,35,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
12,34,34,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
14,35,34,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
14,35,34,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
12,34,36,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
11,35,35,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
12,34,36,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
12,34,36,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
12,35,35,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
12,36,36,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
11,34,36,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
11,36,35,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
12,34,36,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
12,36,36,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
12,35,36,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
14,36,35,Accelerometer-2012-06-06-09-37-23-climb_stairs-m6.txt,Climb_stairs
