x,y,z,source,class
32,42,48,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
32,42,48,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
34,46,46,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
32,41,42,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
32,42,40,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
32,41,41,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
30,42,42,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
29,41,40,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
26,44,42,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
23,51,46,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
18,50,45,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
18,50,45,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
18,46,48,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
15,44,47,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
12,42,43,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
12,40,45,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
14,41,45,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
15,40,44,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
15,40,43,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
16,38,43,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
15,39,42,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
14,41,41,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
16,39,41,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
16,38,39,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
18,39,40,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
19,38,39,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
17,39,40,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
16,37,39,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
16,39,38,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
13,38,39,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
12,38,40,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
14,39,39,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
14,40,39,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
12,37,38,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
9,40,37,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
7,39,37,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
5,42,37,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
8,41,34,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
9,41,34,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
11,39,35,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
14,39,34,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
15,38,32,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
15,39,35,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
16,39,35,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
18,38,34,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
19,38,35,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
17,38,36,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
17,38,36,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
17,38,37,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
14,39,38,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
14,41,38,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
10,42,37,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
7,42,39,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
6,41,38,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
7,45,42,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
10,42,43,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
12,39,40,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
12,39,39,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
14,39,39,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
14,40,39,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
14,40,38,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
15,40,38,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
19,39,38,Accelerometer-2011-03-29-09-15-58-descend_stairs-f1.txt,Descend_stairs
