x,y,z,source,class
28,37,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
28,37,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,38,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,35,51,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
31,34,53,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,36,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,37,53,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,37,53,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,37,53,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,37,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
31,36,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,35,53,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,36,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,35,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,35,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,35,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,35,53,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,36,53,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
31,36,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,34,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
28,33,53,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,35,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,36,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,36,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,36,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
31,36,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,34,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,35,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,36,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,33,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,33,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,35,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,34,53,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,35,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,35,53,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,35,53,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,35,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,36,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,33,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,35,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,36,53,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,35,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,36,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
31,37,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,37,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,36,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,36,51,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
31,35,53,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,33,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,36,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
30,36,51,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
31,36,53,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
28,35,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
29,35,52,Accelerometer-2011-03-24-10-38-17-standup_chair-f1.txt,Standup_chair
