x,y,z,source,class
12,38,35,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,33,35,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,36,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,36,33,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,35,35,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
13,35,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,35,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,35,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
11,34,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
11,33,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,34,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,33,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
11,35,33,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
13,36,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,35,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
11,33,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,35,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
13,35,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,35,35,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,36,35,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
11,35,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,36,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,36,35,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,36,36,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,36,35,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
11,36,33,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,36,35,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,36,35,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
13,37,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,35,35,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,35,35,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
13,37,35,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
13,36,35,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
13,35,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
11,37,36,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
13,36,35,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,36,37,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,35,37,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
13,35,37,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
14,34,36,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
14,36,38,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
14,36,37,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
14,36,37,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
13,37,37,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
13,38,39,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,37,38,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
12,36,37,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
11,37,36,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
10,36,36,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
10,36,35,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
10,35,34,Accelerometer-2012-05-30-18-31-52-climb_stairs-f3.txt,Climb_stairs
