x,y,z,source,class
31,41,50,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
31,41,50,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
31,41,50,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
31,40,52,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
29,39,51,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
30,38,51,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
30,38,51,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
32,36,49,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
31,35,48,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
31,37,46,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
30,38,44,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
27,38,43,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
27,37,42,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
24,36,42,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
17,42,42,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
14,37,40,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
11,33,38,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
4,31,34,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
0,32,35,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
0,32,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
0,36,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
1,39,30,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
9,44,30,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
10,43,34,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,46,38,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,44,34,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
15,39,35,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
15,38,36,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
14,39,37,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
14,38,39,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,39,39,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
12,40,41,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
7,39,41,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
5,36,39,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
4,36,38,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
0,37,38,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
0,37,37,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
9,36,36,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
16,36,34,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,40,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
7,37,30,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
8,35,28,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
11,32,29,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,34,29,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,35,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
14,36,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
16,37,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
18,37,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
18,34,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
19,36,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
16,36,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,39,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
11,38,34,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
7,40,34,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
2,40,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
1,38,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
0,37,35,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
1,39,36,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
10,37,38,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
11,36,37,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
12,37,36,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
14,37,35,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
17,36,35,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
19,36,36,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
21,37,37,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
21,38,36,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
23,36,36,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
21,36,37,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
18,38,38,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
12,39,40,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
8,36,39,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
4,36,38,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
0,34,37,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
0,36,36,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
0,37,38,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
3,37,39,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
15,37,37,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
14,37,34,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
10,36,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
11,35,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,33,30,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
16,34,30,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
18,36,30,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
19,36,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
19,35,30,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
19,36,30,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
15,37,30,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
10,36,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
6,35,30,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
3,37,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
1,36,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
1,36,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
3,36,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
8,37,34,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
14,37,35,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
14,36,34,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
14,36,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
15,36,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
15,36,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
18,39,35,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
15,40,34,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
18,40,36,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
18,40,37,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
16,36,38,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
14,37,37,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
10,38,38,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
6,36,38,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
4,35,38,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
2,37,37,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
0,36,36,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
0,38,37,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
8,34,37,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
17,33,36,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,36,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
9,37,30,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
8,34,29,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
14,34,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
16,34,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
17,35,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
18,36,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
19,36,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
17,36,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
16,35,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,36,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
9,34,29,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
7,37,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
2,37,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
2,36,29,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
1,36,30,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
6,35,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
10,36,34,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,35,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,36,30,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,37,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
16,37,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
18,37,34,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
17,39,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
18,37,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
18,38,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
15,37,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,38,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
8,36,34,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
7,39,35,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
6,38,36,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
4,39,39,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
1,39,42,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
6,37,41,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
14,37,39,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
9,35,37,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
6,33,36,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
6,33,35,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
6,34,34,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
10,33,35,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,36,34,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
16,34,34,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
17,34,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
17,36,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
17,36,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
15,36,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
12,37,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
8,38,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
6,38,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
3,38,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
3,39,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
5,39,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
11,38,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
14,37,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,37,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
12,37,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
14,38,31,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
15,38,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
14,39,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
17,40,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
15,41,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
16,39,32,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
13,38,33,Accelerometer-2012-05-30-22-07-15-climb_stairs-m2.txt,Climb_stairs
