x,y,z,source,class
12,36,29,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
12,36,30,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
12,35,29,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
13,35,30,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
11,34,29,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
13,33,29,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
14,34,29,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
12,35,29,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
12,36,30,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
13,35,32,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
13,36,30,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
12,37,30,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
12,37,29,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
12,37,29,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
14,38,30,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
13,38,30,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
12,36,31,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
14,38,31,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
12,38,31,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
12,38,30,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
13,39,29,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
13,38,31,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
12,39,31,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
12,39,31,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
13,39,31,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
14,38,32,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
13,40,31,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
14,40,32,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
12,42,33,Accelerometer-2011-05-30-08-25-59-liedown_bed-f1.txt,Liedown_bed
