x,y,z,source,class
58,35,43,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
37,43,48,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
38,43,48,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
38,41,48,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
38,42,45,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
38,44,47,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
38,43,45,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
38,42,42,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
36,39,45,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
32,41,47,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
31,41,44,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
30,49,47,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
29,40,45,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
27,42,45,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
22,54,49,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
20,44,45,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
21,44,43,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
16,50,47,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
16,44,43,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
14,42,41,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
9,44,41,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
6,44,40,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
1,44,40,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
0,46,38,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
3,42,39,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
8,38,34,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
10,39,32,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
11,39,31,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
10,39,32,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
12,38,33,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
14,39,33,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
15,40,32,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
16,38,31,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
17,38,31,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
16,38,32,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
16,40,32,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
14,38,31,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
15,39,31,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
10,38,32,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
9,38,30,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
6,40,32,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
0,41,31,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
1,40,30,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
7,39,31,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
15,36,35,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
17,36,34,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
16,35,34,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
13,37,33,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
15,37,34,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
16,39,35,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
15,37,34,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
18,36,34,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
17,37,34,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
18,36,34,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
17,37,34,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
15,36,34,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
14,37,35,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
12,39,35,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
11,38,35,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
9,39,34,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
7,39,35,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
4,41,37,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
3,42,37,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
9,39,36,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
12,38,34,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
12,39,33,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
11,38,32,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
12,38,32,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
13,40,34,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
15,39,33,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
17,39,32,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
14,38,32,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
15,39,32,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
16,38,32,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
14,40,32,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
13,38,32,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
9,38,32,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
8,37,31,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
5,39,31,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
3,38,31,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
6,35,30,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
11,35,33,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
16,35,33,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
12,34,34,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
11,36,33,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
14,34,34,Accelerometer-2011-05-31-14-58-41-climb_stairs-f1.txt,Climb_stairs
