x,y,z,source,class
11,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,37,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,37,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,37,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,37,34,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
10,38,34,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
10,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,35,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,37,32,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,35,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,37,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,35,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,35,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,37,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,37,32,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,37,32,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,36,32,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,37,32,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
13,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,34,32,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,35,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
10,37,32,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
13,37,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,37,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,37,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
13,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,36,32,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,37,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,37,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,37,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,37,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
11,36,33,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
10,37,34,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
10,35,34,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
8,36,35,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
7,39,34,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
7,44,36,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
6,47,35,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
9,46,35,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
12,50,36,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
16,51,36,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
18,52,36,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
21,50,38,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
21,50,36,Accelerometer-2011-03-24-10-26-33-comb_hair-f1.txt,Comb_hair
