x,y,z,source,class
29,19,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
29,19,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
30,19,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
30,19,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
28,19,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
30,19,49,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
28,19,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
29,20,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
29,20,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
29,19,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
30,18,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
28,18,47,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
28,19,47,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
29,20,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
28,19,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
28,19,47,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
27,20,47,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
29,19,47,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
29,19,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
28,19,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
28,18,46,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
27,20,47,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
29,19,47,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
29,19,47,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
29,19,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
28,19,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
30,20,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
30,19,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
29,19,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
29,18,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
31,19,49,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
31,19,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
31,19,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
31,20,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
30,21,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
31,20,48,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
31,21,49,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
32,20,49,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
33,21,49,Accelerometer-2012-06-07-22-16-05-getup_bed-f4.txt,Getup_bed
